Month,Day,Hour,Season,PV Regime,Wind Regime,Electric Load,Heat Load,Cold Load,PV,Wind,Set
1,2,5,winter,normal,normal,14824.995997357533,13779.649225624902,5033.756814802132,0.0,6602.576336344472,train
1,2,6,winter,normal,normal,16057.701195546439,14584.240728180243,5598.146647961922,0.0,7634.686890798661,train
1,2,7,winter,normal,normal,16087.547218622436,14813.227533791522,5723.9577551292205,308.6072551212746,7390.035617000595,train
1,2,8,winter,normal,normal,15776.747392134812,14745.380737187565,5885.794601602857,1540.2826880179357,6789.044764035683,train
1,2,9,winter,normal,normal,15310.902107097065,13777.458119003235,6331.478975855733,4087.0780070487353,6660.253898490327,train
1,2,10,winter,normal,normal,15465.74996696282,12375.145709587554,7404.480498088262,6637.966093189567,7521.375511895387,train
1,2,11,winter,normal,normal,15364.457730567616,10952.997556598893,8267.851206963836,8511.019034767307,7631.548888092243,train
1,2,12,winter,normal,normal,15374.730699308786,9900.160143591364,9155.495001211946,9391.94424021085,8010.805441909863,train
1,2,13,winter,normal,normal,15117.931942136393,9600.111974268804,10171.273858147402,8698.131916765307,8262.075111090915,train
1,2,14,winter,normal,normal,15221.421571393686,9542.709881754849,10771.708116138072,6606.1259425535245,9066.284809132805,train
1,2,15,winter,normal,normal,15491.841162716395,9418.342195968658,11103.713243626902,4860.539053179311,8762.377397355216,train
1,2,16,winter,normal,normal,15665.412165223546,9327.023929772056,11093.803779866546,2706.0204709449963,8178.669990440428,train
1,2,17,winter,normal,normal,15624.942294469201,9441.841073553822,10508.173196804906,675.9668887583102,8324.778112924683,train
1,2,18,winter,normal,normal,15417.403497631421,9907.06614028126,9588.84738472368,0.0,8243.017558213198,train
1,2,19,winter,normal,normal,15162.588287602923,10306.862800271945,8678.706630818726,0.0,7436.427727550063,train
1,2,20,winter,normal,normal,15224.386646761508,10692.353161576639,8058.034250639091,0.0,7542.193495028733,train
1,2,21,winter,normal,normal,14681.811508607663,11098.684859167257,7101.878416932221,0.0,6588.77712214394,train
1,2,22,winter,normal,normal,14804.627391515172,11322.41363105466,6244.158308305808,0.0,7181.873514144739,train
1,2,23,winter,normal,normal,14639.2324094307,11306.056792580323,5376.362805368667,0.0,6788.292899619545,train
1,3,0,winter,normal,windy,14842.691737170562,11523.345950740491,5159.021559117391,0.0,7649.479204057395,train
1,3,1,winter,normal,windy,14698.508745880308,11714.00342579008,4898.0232126593955,0.0,7860.159506072281,train
1,3,2,winter,normal,windy,14295.447526914331,12135.700467909886,4890.616032682871,0.0,8140.5912083080875,train
1,3,3,winter,normal,windy,14164.537266173515,12769.69280698914,4831.896911809589,0.0,8354.302077157236,train
1,3,4,winter,normal,windy,14259.179282916211,12959.445807256578,4918.341261903202,0.0,8403.42563592326,train
1,3,5,winter,normal,windy,14842.909812085862,13883.28431408846,5322.892206140851,0.0,8315.97837600386,train
1,3,6,winter,normal,windy,15512.512196853178,14641.930747952716,5821.13659227678,0.0,9136.676357432028,train
1,3,7,winter,normal,windy,15824.241253824857,15171.76317333121,5798.983067359876,351.03738640280943,8842.853380810378,train
1,3,8,winter,normal,windy,15884.812774421067,14846.767768998576,6152.14527154005,1800.0173610095244,7683.497504910918,train
1,3,9,winter,normal,windy,16292.890619676247,13578.139393476677,6732.340813711452,4853.632578714543,7384.061609772495,train
1,3,10,winter,normal,windy,16468.75890663875,12417.26047776012,7868.408755848516,7643.635826840067,7579.002420105964,train
1,3,11,winter,normal,windy,16356.522220598563,11290.346409827365,8979.327590774881,9955.829455873838,8176.736050325518,train
1,3,12,winter,normal,windy,16065.730248257734,10061.209022754989,9720.70853339889,11462.653225076698,9043.460919177485,train
1,3,13,winter,normal,windy,15576.276974349492,9818.1841401793,10629.672998344931,10395.099026707407,8732.449344675317,train
1,3,14,winter,normal,windy,15883.703207343393,9765.498368619454,11129.787481557725,7772.5035058922085,8918.408268460451,train
1,3,15,winter,normal,windy,15887.461941424543,9764.263908494257,11434.155987772132,5395.522760271839,8756.738614178685,train
1,3,16,winter,normal,windy,16101.550328980895,9642.480294543113,11781.155426093186,2874.466391081776,8293.499171677664,train
1,3,17,winter,normal,windy,15718.88003078225,9655.152464809576,11150.458554517367,753.1466884921159,8590.738407136614,train
1,3,18,winter,normal,windy,15963.440431150053,10088.122132378152,9813.430757899916,0.0,8700.094360570725,train
1,3,19,winter,normal,windy,16031.47071764796,10554.510649082227,8802.703628338939,0.0,8085.19009526257,train
1,3,20,winter,normal,windy,15781.993985800718,11175.858092068831,8188.457516879084,0.0,7915.4466354477245,train
1,3,21,winter,normal,windy,15061.027416696776,11622.812097229991,7381.027015580731,0.0,6807.708399298378,train
1,3,22,winter,normal,windy,14890.126431462864,11628.863241321742,6443.367895439841,0.0,7633.847525242748,train
1,3,23,winter,normal,windy,14786.955195062912,11792.310368405962,5674.157705723738,0.0,7238.808329464471,train
1,4,0,winter,normal,windy,15038.288149761613,11794.186858962505,4947.074693692722,0.0,8041.748695089042,train
1,4,1,winter,normal,windy,14868.792291923914,11895.182365780642,4853.093589415913,0.0,8421.799482933688,train
1,4,2,winter,normal,windy,14501.803026564665,12236.337632590668,4820.272284822468,0.0,8155.15736766394,train
1,4,3,winter,normal,windy,14413.286941605493,12480.634438304243,4905.793585069951,0.0,7929.882663721807,train
1,4,4,winter,normal,windy,14377.12412660332,13122.517794598312,4909.626261598415,0.0,7358.9416152869835,train
1,4,5,winter,normal,windy,14979.55444164214,14078.758966760193,5387.760331945337,0.0,7494.876997594799,train
1,4,6,winter,normal,windy,15872.766742241723,14998.004920810745,5814.042014568485,0.0,8723.325289428398,train
1,4,7,winter,normal,windy,16255.471491962731,15788.757880079116,5964.888551596372,316.52427527562753,8832.873667492082,train
1,4,8,winter,normal,windy,16204.551217053435,15164.8112904601,6330.171760083849,1643.1356249323508,8089.156638294041,train
1,4,9,winter,normal,windy,16298.369807976822,14234.234753573697,6774.446907706335,4288.204088075943,7491.870324550836,train
1,4,10,winter,normal,windy,16216.153287823463,12685.405997783248,7692.623431579786,6904.843017017646,7504.736992303962,train
1,4,11,winter,normal,windy,16191.661348386438,11361.032262018187,8870.546117648795,8707.47021465784,8133.914468513837,train
1,4,12,winter,normal,windy,16361.698140475215,10348.914879374764,9723.601853432416,9768.02652454717,8831.59737459531,train
1,4,13,winter,normal,windy,15688.138994034134,9749.584344952582,10668.428895152632,8772.2428496084,9081.523429703737,train
1,4,14,winter,normal,windy,15577.446468433778,9942.943732940277,11322.985756840455,6705.79960793353,9819.16417079993,train
1,4,15,winter,normal,windy,15448.761643671882,9886.549610856933,11679.22227222481,4580.847523852635,9989.60766266686,train
1,4,16,winter,normal,windy,15364.171410362249,9853.714083530493,11502.07411292649,2567.0814008768516,9535.059924314899,train
1,4,17,winter,normal,windy,15536.757126801267,9775.816241698984,10587.512766057793,687.2981559964843,9221.206902242893,train
1,4,18,winter,normal,windy,15909.558435720164,10005.858972069755,9261.468044423122,0.0,9315.890916549497,train
1,4,19,winter,normal,windy,15950.256413317988,10557.629866339386,8440.624292593551,0.0,8875.225078055011,train
1,4,20,winter,normal,windy,16075.76453304999,11007.12946909175,7889.514168020201,0.0,8638.386510511025,train
1,4,21,winter,normal,windy,15624.30751937555,11478.650566750064,7289.199453381014,0.0,7621.203574180911,train
1,4,22,winter,normal,windy,15534.668830081866,11608.779163794008,6631.980533640858,0.0,8611.066253862738,train
1,4,23,winter,normal,windy,15269.620761304892,11809.226828509658,5833.909836991827,0.0,7992.787968741945,train
1,5,0,winter,cloudy,windy,15384.575026631099,11966.364128028656,5168.992383738491,0.0,7553.738080871331,train
1,5,1,winter,cloudy,windy,15015.3681907622,12210.74227980059,5007.301041363221,0.0,7557.306638370231,train
1,5,2,winter,cloudy,windy,14636.019568271178,12881.127014392845,4928.856202344895,0.0,7102.269297532942,train
1,5,3,winter,cloudy,windy,14713.961150050529,13168.402204846308,4924.655286912089,0.0,7254.8932176543,train
1,5,4,winter,cloudy,windy,14669.242229540701,13729.350453352983,4721.69142996621,0.0,7283.65413454754,train
1,5,5,winter,cloudy,windy,15076.884414476757,14475.347056868339,5173.441774203277,0.0,7274.074696246874,train
1,5,6,winter,cloudy,windy,15855.787278238908,14981.46965265884,5611.873789722195,0.0,7474.182784396796,train
1,5,7,winter,cloudy,windy,16214.013644327411,15272.22987034068,5575.450241023715,272.99977676170494,7767.305591243674,train
1,5,8,winter,cloudy,windy,15988.256818320138,14971.69642381321,5947.117914279847,1344.320838684807,7420.873327207409,train
1,5,9,winter,cloudy,windy,16221.620086074952,14082.694564751073,6696.426391232045,3626.6858856532153,6483.830921422546,train
1,5,10,winter,cloudy,windy,16152.909926045879,12849.030400346715,7488.204071176617,5669.747566846311,7050.209468290916,train
1,5,11,winter,cloudy,windy,16438.52269763719,11433.344362654554,8476.635318306944,6997.841364936134,8060.564376867649,train
1,5,12,winter,cloudy,windy,15932.555603015639,10344.527237042314,9598.060796460722,8105.120163795651,8512.33828871066,train
1,5,13,winter,cloudy,windy,15683.254855138042,10106.51195318529,10787.875686377893,7444.978395597476,8522.53427696211,train
1,5,14,winter,cloudy,windy,15537.029129745726,10184.476572177071,11209.943814713046,5548.2582647335985,8882.491177858208,train
1,5,15,winter,cloudy,windy,15587.419421573572,10128.159034134935,11599.04945390593,4065.796822992306,9124.12997724381,train
1,5,16,winter,cloudy,windy,15997.543849421825,10027.118428320842,11918.172785979297,2219.2002426737263,8132.487924366051,train
1,5,17,winter,cloudy,windy,16086.150913225583,10114.526748005133,10837.617142775909,590.6504212837965,8239.785962953576,train
1,5,18,winter,cloudy,windy,16111.702809819992,10367.024716542292,9527.856694439257,0.0,8082.849851034855,train
1,5,19,winter,cloudy,windy,16146.27483159862,10594.158866964026,8695.684382886817,0.0,7887.851174163285,train
1,5,20,winter,cloudy,windy,16245.02856476401,11082.813585891545,8039.803395349896,0.0,7909.386453306782,train
1,5,21,winter,cloudy,windy,15376.874995884453,11556.87173566121,7507.639090468687,0.0,7469.030094165306,train
1,5,22,winter,cloudy,windy,15302.408910181506,11520.05928664414,6592.8990354178395,0.0,7690.919670339342,train
1,5,23,winter,cloudy,windy,15290.900550454915,11630.7087489512,5568.42907540974,0.0,7341.8788290630455,train
1,6,0,winter,clear,normal,14769.539451735289,11839.236238335441,5043.830985518394,0.0,7489.31520688393,train
1,6,1,winter,clear,normal,14679.076094861754,11929.533826886525,4800.660227553935,0.0,7866.304137253581,train
1,6,2,winter,clear,normal,14194.937709570073,12240.550506570393,4837.60559812495,0.0,7950.234007724354,train
1,6,3,winter,clear,normal,13750.013639688339,12593.634388157612,4816.052318397004,0.0,8070.187596129099,train
1,6,4,winter,clear,normal,13967.929914824204,13423.55601535024,4854.662551834423,0.0,7598.763037696814,train
1,6,5,winter,clear,normal,14478.271349604542,14555.642381254547,5255.556600329652,0.0,7649.337516226107,train
1,6,6,winter,clear,normal,15325.43922638631,15042.480098840346,5667.619039316904,0.0,7967.575936921036,train
1,6,7,winter,clear,normal,15617.478182159017,15365.78695776334,5660.370140231589,339.02420347996963,7787.719012455013,train
1,6,8,winter,clear,normal,15435.422512860752,15151.405145616729,5804.784453002894,1691.0221445710065,7800.353812956734,train
1,6,9,winter,clear,normal,15285.490864184554,14068.12530008523,6218.387771448532,4381.295569447307,7434.834281422863,train
1,6,10,winter,clear,normal,15596.992324993003,12848.696691738898,7306.600388348712,7318.773505835008,7951.212049913558,train
1,6,11,winter,clear,normal,15608.202827793093,11046.209924346356,8365.87819061696,9774.993783975347,8426.9105114563,train
1,6,12,winter,clear,normal,15227.479157862841,10040.62240669863,9293.3478375758,11581.365823071626,9175.994433815315,train
1,6,13,winter,clear,normal,15388.679431426799,9648.575453540843,10252.590571242134,10554.118449822357,9174.686606527326,train
1,6,14,winter,clear,normal,15580.020413828377,9456.01550380272,11182.935155834226,7727.432811968105,9550.816027936633,train
1,6,15,winter,clear,normal,15497.850035856194,9493.429007783514,11093.703256972121,5204.049944486434,9261.158064137831,train
1,6,16,winter,clear,normal,15494.778180925705,9518.969607005347,10963.252565406145,2834.5328509680435,8851.06710277604,train
1,6,17,winter,clear,normal,15809.217939285589,9627.718685616317,10325.51140630766,731.5842176747019,8809.433640468142,train
1,6,18,winter,clear,normal,15903.638368921202,10087.235875510072,9584.671648892985,0.0,8349.857966313904,train
1,6,19,winter,clear,normal,16352.370305619117,10489.94080482292,8782.778906256963,0.0,7758.870207378909,train
1,6,20,winter,clear,normal,16274.986985701411,10811.983559202736,8212.5440506751,0.0,7962.233817921038,train
1,6,21,winter,clear,normal,15517.017819100272,11254.166502520711,7357.6623148686385,0.0,7649.142358612826,train
1,6,22,winter,clear,normal,15096.376719927755,11515.618921486828,6345.024145897212,0.0,8369.68984890569,train
1,6,23,winter,clear,normal,15048.12583824933,11389.83659680986,5592.629004296585,0.0,7751.461592927647,train
1,7,0,winter,cloudy,normal,14816.90394310333,11543.341255162579,5147.19224243133,0.0,6254.060800697638,train
1,7,1,winter,cloudy,normal,14349.310815268957,11681.437219714397,5026.465430310687,0.0,6509.938930992681,train
1,7,2,winter,cloudy,normal,14053.232329679313,11989.537735974876,4925.947671071943,0.0,6495.2088008496785,train
1,7,3,winter,cloudy,normal,13854.525482625135,12485.472242288713,5024.620928009381,0.0,6846.160805423963,train
1,7,4,winter,cloudy,normal,13864.578304072365,13096.708737400404,4954.971766457796,0.0,6681.320641270657,train
1,7,5,winter,cloudy,normal,14699.110955517634,14047.249163560062,5563.591703865252,0.0,6495.457682634151,train
1,7,6,winter,cloudy,normal,15657.17276426011,14757.377517169993,5891.031030329419,0.0,6998.420100972894,train
1,7,7,winter,cloudy,normal,15553.509547831774,14974.295496119841,5849.814515656333,268.8746960541519,6741.773039108322,train
1,7,8,winter,cloudy,normal,15738.32995247286,14688.055102639599,6089.704318207735,1366.4485257154754,6495.02047210063,train
1,7,9,winter,cloudy,normal,16024.844620677828,14002.650555657185,6898.912274181741,3452.6262046318852,5991.167817960889,train
1,7,10,winter,cloudy,normal,16232.935447051006,12430.925908951363,7852.458613313807,5360.834023629127,6293.795289287073,train
1,7,11,winter,cloudy,normal,16362.138616989967,10774.85882785629,8748.393141106588,6993.20571240147,7120.835388564416,train
1,7,12,winter,cloudy,normal,16258.19317515524,9707.265232119784,9883.035812554468,7953.5028256723335,7396.951091788263,train
1,7,13,winter,cloudy,normal,15783.872654580244,9490.124237285025,10657.618888572071,7324.242828687468,7991.742271555198,train
1,7,14,winter,cloudy,normal,15623.099886649143,9585.77530482805,11222.094071363304,5562.7653053781705,8187.401956860156,train
1,7,15,winter,cloudy,normal,15768.948037309696,9632.180280657669,11698.472193991698,3943.1962134353143,7905.367505076531,train
1,7,16,winter,cloudy,normal,16040.309641684566,9813.59794933769,11648.805066471445,2228.724900578113,7505.6148084296065,train
1,7,17,winter,cloudy,normal,16295.691762415541,9484.07094955555,10967.385291244087,570.6620443381963,7266.9670032469185,train
1,7,18,winter,cloudy,normal,16407.96777919458,9856.576614188549,9773.884824734709,0.0,7096.583517781332,train
1,7,19,winter,cloudy,normal,16243.540406960987,10510.526814802972,8925.182222991323,0.0,6707.19410257148,train
1,7,20,winter,cloudy,normal,15928.235914003826,10763.81945335093,8278.076375966546,0.0,6993.609097689715,train
1,7,21,winter,cloudy,normal,15213.391730379635,11125.20846833809,7325.695468125137,0.0,6235.129639343304,train
1,7,22,winter,cloudy,normal,15012.539007832456,11131.472694937947,6518.272423837317,0.0,6973.632629392663,train
1,7,23,winter,cloudy,normal,14853.307500071907,11098.746079194767,5583.613032182179,0.0,6735.283919900322,train
1,8,0,winter,normal,windy,15527.78935963057,12078.521565560946,5197.114839822122,0.0,7821.884924156922,train
1,8,1,winter,normal,windy,14799.15768082302,12291.236210762216,4956.155580284504,0.0,7582.191188775584,train
1,8,2,winter,normal,windy,14450.901719850792,12583.509834466598,4912.836781389005,0.0,7667.103735316932,train
1,8,3,winter,normal,windy,14226.993607939085,13041.783540855442,4899.640599533318,0.0,7433.447987503801,train
1,8,4,winter,normal,windy,14486.010432127183,13221.16875558791,4916.598001633351,0.0,7705.505069618826,train
1,8,5,winter,normal,windy,15073.597298031062,14329.756777578807,5478.14504441933,0.0,7821.346036451804,train
1,8,6,winter,normal,windy,15965.476676064054,14412.870035324528,5786.366442164439,0.0,8591.400672229753,train
1,8,7,winter,normal,windy,16627.15111527583,14810.401341492934,5713.8783019964485,360.5564725115683,8904.759282830108,train
1,8,8,winter,normal,windy,16589.986261363993,14933.445047582192,6101.618337979785,1839.4071640863197,8284.85194231633,train
1,8,9,winter,normal,windy,16629.260395591602,14162.467844146493,6595.177440584288,4930.303551582837,7389.676164481495,train
1,8,10,winter,normal,windy,16536.918715809697,12670.592024908416,7414.212767766152,8035.060603400006,7860.238054236927,train
1,8,11,winter,normal,windy,16537.931230408387,11231.909937258093,8622.32090015098,10113.980493245881,8308.384436255903,train
1,8,12,winter,normal,windy,16526.66217881896,10500.02042672378,9777.226195104498,11649.400438686838,8904.546213056283,train
1,8,13,winter,normal,windy,16361.598197193462,10042.24273316809,10457.155209845669,10670.099397954575,9381.158837800052,train
1,8,14,winter,normal,windy,16591.885164578536,10330.895621957514,11272.283601513747,7744.0345064643825,9634.383505244572,train
1,8,15,winter,normal,windy,16814.079434912357,10248.35901231707,11773.77775010134,5606.024222126515,9967.923274486366,train
1,8,16,winter,normal,windy,16875.68121397589,10239.481949687697,11827.771208093278,3003.963727734869,9499.122682087542,train
1,8,17,winter,normal,windy,16868.694900554896,10388.12081687849,11201.513882089099,757.3482571513603,9107.3764460962,train
1,8,18,winter,normal,windy,16501.477750813447,10548.186519167572,9758.481962362242,0.0,9237.218313187384,train
1,8,19,winter,normal,windy,16472.694137720246,10780.43587396188,8969.343391923212,0.0,8587.912293365693,train
1,8,20,winter,normal,windy,16662.752338334783,11209.911340799588,8264.021280020332,0.0,8681.730954850154,train
1,8,21,winter,normal,windy,16046.231292496088,11607.85230578125,7524.668542681005,0.0,7655.358754893994,train
1,8,22,winter,normal,windy,15694.60295017397,11494.838476167513,6692.252690349755,0.0,8099.687541578647,train
1,8,23,winter,normal,windy,15641.22612400158,11558.525954185545,5927.92366250258,0.0,7583.813999816036,train
1,9,0,winter,clear,windy,14868.261312343662,11332.031084266311,5264.353812856828,0.0,7445.726400550666,train
1,9,1,winter,clear,windy,14333.676937435872,11626.014151820573,5093.458512226235,0.0,7906.888670641563,train
1,9,2,winter,clear,windy,14013.496136420163,12215.763069551782,5082.381636056073,0.0,7939.691942325338,train
1,9,3,winter,clear,windy,13952.75215319172,12991.550413839075,5076.022646283508,0.0,8065.595244490659,train
1,9,4,winter,clear,windy,14537.360350356446,13393.892664960438,5067.4277323217675,0.0,8393.802477264873,train
1,9,5,winter,clear,windy,14798.185712031496,14431.590952440067,5462.034371359142,0.0,7673.185064410094,train
1,9,6,winter,clear,windy,15904.424497577691,14990.666960470235,5941.061247645589,0.0,7857.76721600318,train
1,9,7,winter,clear,windy,16062.876698610131,15286.839508656778,5802.755797335198,343.5042062060009,7810.297886999637,train
1,9,8,winter,clear,windy,16149.748406877141,15027.552706042545,6005.429870832879,1751.283949237985,7446.509161200834,train
1,9,9,winter,clear,windy,16100.197220721047,13957.628242023811,6717.6234560096145,4833.186700449939,6901.595121500191,train
1,9,10,winter,clear,windy,16139.923146364086,12576.477083239142,7785.2581713805575,7785.985950812827,7056.945699296451,train
1,9,11,winter,clear,windy,16051.391063456034,11069.73100854537,9061.289710471821,10004.921705582316,7594.660075702867,train
1,9,12,winter,clear,windy,16303.570429271958,9923.49891416483,10017.549522593476,11365.592138025853,8146.022652329029,train
1,9,13,winter,clear,windy,15863.716722070618,9426.967756757556,10718.113757310637,10422.577699209874,9190.775063857813,train
1,9,14,winter,clear,windy,16072.075254217365,9602.145570208182,11405.09210914032,8099.712887209598,10077.420301126967,train
1,9,15,winter,clear,windy,15850.046139496044,9609.246090269766,11784.959908566818,5222.240784647716,9873.99930233223,train
1,9,16,winter,clear,windy,15985.597198270514,9572.073433876789,11816.843915315845,2736.857497463776,9123.25242051862,train
1,9,17,winter,clear,windy,15783.460109409163,9625.837178383223,11311.121614362784,720.227492269084,8767.120865981886,train
1,9,18,winter,clear,windy,15927.180046426809,9982.888920914489,10004.531408521801,0.0,8248.179711744953,train
1,9,19,winter,clear,windy,16209.61573698,10407.38211834741,9144.047567123955,0.0,7760.623106932402,train
1,9,20,winter,clear,windy,16107.010238570001,10738.949003889316,8306.325657084526,0.0,7828.303687387717,train
1,9,21,winter,clear,windy,15324.650540187977,11306.755195608084,7678.616184275176,0.0,7253.845224503097,train
1,9,22,winter,clear,windy,14821.720293218688,11548.059727279358,6712.265771087057,0.0,7603.300235473115,train
1,9,23,winter,clear,windy,14703.748452614029,11541.262402496275,5762.071972107206,0.0,7188.98116268575,train
1,10,0,winter,normal,normal,14945.6738996716,11450.315386485021,5139.679980611528,0.0,6088.0275725847605,train
1,10,1,winter,normal,normal,14395.700425388452,11606.994621757507,4867.680335501003,0.0,6345.105632257875,train
1,10,2,winter,normal,normal,14260.448486755227,11938.815172640949,4784.173668752992,0.0,6119.757493203302,train
1,10,3,winter,normal,normal,13984.684695870255,12284.252789483993,4727.378782882764,0.0,6304.0240526406205,train
1,10,4,winter,normal,normal,14277.794556028886,13397.421622034413,4784.627138191815,0.0,6725.046448743624,train
1,10,5,winter,normal,normal,14892.83287998198,14278.633321365853,5348.671602944188,0.0,6741.1986779478675,train
1,10,6,winter,normal,normal,15463.72588304436,15037.94318090619,5702.49683752163,0.0,7007.649383884822,train
1,10,7,winter,normal,normal,15713.542468111744,15294.859331227579,5740.989736345794,323.46429063867936,6870.973178305652,train
1,10,8,winter,normal,normal,15943.501769186267,14959.917649454443,6058.646959804617,1651.5483158837435,6340.1178233707615,train
1,10,9,winter,normal,normal,16091.709903130268,13822.121576610418,6653.3757129081605,4332.086663504999,5452.198721121924,train
1,10,10,winter,normal,normal,16052.568194715876,12111.953811123116,7779.461173503669,7171.807161912843,5908.30428319562,train
1,10,11,winter,normal,normal,16349.318348943749,10699.850064702077,8984.382719768862,9321.76647093198,6606.984896505451,train
1,10,12,winter,normal,normal,16443.25536863839,9678.294586715489,9807.933803238035,10654.686299889823,6755.071301285545,train
1,10,13,winter,normal,normal,16020.646448759937,9213.970639937987,10971.440484360246,9992.684035919632,6893.073853735096,train
1,10,14,winter,normal,normal,16132.862037426301,9271.849573973606,11475.987125695563,7588.152013357294,7130.460375805322,train
1,10,15,winter,normal,normal,16409.74344889834,9606.912617113643,11939.635983772949,5101.127310504772,7178.128154574935,train
1,10,16,winter,normal,normal,16772.56610815192,9659.366475899586,11857.880022075542,2777.3364089657944,6951.947360557417,train
1,10,17,winter,normal,normal,16294.76557682315,9857.726518907319,11025.096591364076,708.6884824621496,6609.746211300094,train
1,10,18,winter,normal,normal,16024.277330070929,10116.934144089335,9577.76244150933,0.0,6852.2035715979055,train
1,10,19,winter,normal,normal,16312.289500897607,10599.932882068299,8776.49233143628,0.0,6529.725052106651,train
1,10,20,winter,normal,normal,16015.263007057692,10864.088764844144,7975.6403447016255,0.0,6624.769663818459,train
1,10,21,winter,normal,normal,15089.161028284676,11325.599230136659,7502.603809607679,0.0,5618.236209866207,train
1,10,22,winter,normal,normal,14812.566869494247,11474.758519456964,6729.870338986271,0.0,6072.420798188708,train
1,10,23,winter,normal,normal,14842.312806623455,11376.476087149716,5740.580219209394,0.0,6099.760911992858,train
1,11,0,winter,normal,windy,13787.541442105357,11232.345555427344,4741.788683080018,0.0,6608.1558924693,train
1,11,1,winter,normal,windy,13717.21622428584,11423.371847948803,4613.186074114369,0.0,7339.484903651976,train
1,11,2,winter,normal,windy,13278.974572248555,11806.880464323414,4472.795757973691,0.0,7451.791283123007,train
1,11,3,winter,normal,windy,13258.329893641014,12506.311956180576,4560.949677497923,0.0,7642.318944795281,train
1,11,4,winter,normal,windy,13486.602636410731,12933.267967926999,4534.530980736265,0.0,7497.204329461418,train
1,11,5,winter,normal,windy,14356.026437181657,13541.111604871874,5049.917881971895,0.0,7304.467673807804,train
1,11,6,winter,normal,windy,14991.232615896708,14203.560366605767,5340.257135902381,0.0,7585.90661063335,train
1,11,7,winter,normal,windy,15197.934664205755,14646.867833580734,5480.7742767939035,277.06827547664244,7685.420740329859,train
1,11,8,winter,normal,windy,14934.045895119494,14239.044953687198,5800.241737616649,1427.1432930118028,7437.748370967874,train
